FirmName, Analyst F Name, Analyst L Name
"Wachovia Capital Markets, Llc","Allison","Poliniak"
"Wachovia Securities","Allison","Poliniak"
"Wells Fargo Securities, Llc","Allison","Poliniak"
"Janney Montgomery Scott LLC","Heike","Doerr"
"Deutsche Bank Securities","William","Schmitz"
"Macquarie Research Equities","David","Pupo"
"Orion Securities Inc.","David","Pupo"
"Prudential","Ron","Ellis"
"Moors & Cabot Capital Markets","James","Record"
"Sterne, Agee & Leach","James","Record"
"Wedbush Morgan Securities Inc.","Al","Kaschalk"
"Wedbush Securities Inc.","Al","Kaschalk"
"Petrie Parkman & Co","Steve","Enger"
"MDB Capital Group","Peter","Conley"
"RBC Capital Markets","Philippa","Flint"
"Ing Financial Markets","Sebastian","Tcaciuc"
"First Global Stockbroking Ltd.","Tahera","Kachwalla"
"Cantor Fitzgerald","Ajay","Jain"
"UBS","Ajay","Jain"
"Deutsche Bank Securities","Neil","Abromavage"
"A. G. Edwards & Sons, Inc.","Troy","Ward"
"Stifel Nicolaus & Company, Inc.","Troy","Ward"
"Stifel Nicolaus & Company,Inc.","Troy","Ward"
"Caris & Company","Ben","Pang"
"Caris & Company","Benedict","Pang"
"Prudential","Benedict","Pang"
"UBS","David","Palmer"
"Barclays Capital","Roger","Freeman"
"Cleveland Research Company","Daryl","Boehringer"
"TD Newcrest","Sophia","Taylor"
"Credit Suisse","Gregory","Nersessian"
"Stifel Nicolaus & Company,Inc.","Jim","Duffy"
"Thomas Weisel Partners","Jim","Duffy"
"Bear Stearns","Vinay","Thapar"
"Credit Suisse","Michael","Ounjian"
"Credit Suisse First Boston","Michael","Ounjian"
"American Technology Research","Bill","Ong"
"Merriman Curhan Ford & Co.","Bill","Ong"
"American Technology Research","Donovan","Gow"
"Deutsche Bank Securities","Alexei","Yakovitsky"
"Piper Jaffray","William","Quirk"
"RBC Capital Markets","William","Quirk"
"Bear Stearns","William","Allen"
"Leerink Swann","Gary","Nachman"
"Leerink Swann Llc","Gary","Nachman"
"Susquehanna Financial Group","Gary","Nachman"
"J.P. Morgan","Tien-Tsin","Huang"
"Raymond James","James","Rollyson"
"Noble Financial Group","Francisco","Penafiel"
"J.P. Morgan","Michael","Fox"
"Fox-Pitt  Kelton","David","Haas"
"Citi","Donald","Fandetti"
"Citigroup","Donald","Fandetti"
"Goldman Sachs","Robert","Barry"
"Dutton Associates","Jonathan","Ziegler"
"JM Dutton & Associates LLC","Jonathan","Ziegler"
"Barclays Capital","Andrea","Jao"
"Cowen And Company","Andrea","Jao"
"Aperion Group, LLC","Michael","Carney"
"Coker & Palmer Inc.","Michael","Carney"
"RBC Capital Markets","Paul","Quinn"
"Salman Partners Inc.","Paul","Quinn"
"Goldman Sachs","Steven T","Kron"
"Goldman Sachs","Steven","Kron"
"Merrill Lynch","Elana","Wood"
"Rodman & Renshaw Llc","Wilfredo","Ortiz"
"Lazard & Co., Limited","Debra","Netschert"
"Lazard Capital Markets","Debra","Netschert"
"BofA Merrill Lynch","Derik","De Bruin"
"UBS","Derik","De Bruin"
"Goldman Sachs","Mercedes","Ayuso"
"First Global Stockbroking Ltd.","Vikas","Maheshwari"
"Singular Research","Gregory","Garner"
"Craig-Hallum Capital","Mark","Argento"
"Craig-Hallum Captial","Mark","Argento"
"Sism Research & Investment Services","Ernst","Schlotter"
"Cathay Financial Inc.","John","Baliotti"
"Ftn Midwest Securities Corp.","John","Baliotti"
"Janney Capital Markets","John","Baliotti"
"J.P. Morgan","Mark","Moskowitz"
"JPMorgan","Mark","Moskowitz"
"Genuity Capital Markets","Philippe","Habeichi"
"Stephens Inc.","Farha","Aslam"
"William Blair & Company, L.L.C.","Richard","Watson"
"Arabella Securities","Zachary","Landry"
"Scotia Capital","Ryan","Balgopal"
"Keybanc Capital Markets","Kenneth","Zener"
"Macquarie Research Equities","Kenneth","Zener"
"Merrill Lynch","Kenneth","Zener"
"Noble Financial Group","Julie","Hoggatt"
"Variant Research Corporation","Julie","Hoggatt"
"Evercore Partners","Jonathan","Schildkraut"
"Jefferies & Co.","Jonathan","Schildkraut"
"CIBC World Markets","Alda","Pavao"
"BofA Merrill Lynch","Kevin","Fischbeck"
"HSBC","Jean-Francois","Tremblay"
"Thomas Weisel Partners","James","Breen"
"Canaccord Adams","Joseph","Pantginis"
"Canaccord Capital","Joseph","Pantginis"
"Merrill Lynch","David","Janazzo"
"Sterne, Agee & Leach","Gary","Nuschler"
"ISI Group","Judson","Bailey"
"Jefferies & Co.","Judson","Bailey"
"Renaissance Capital","Elena","Savchik"
"DnB Nor Markets","Frank","Maao"
"Susquehanna Financial Group","Michael","Kelman"
"Shareholder Value Management","Jeff","Embersits"
"Oppenheimer & Co.","Brian","Nagel"
"UBS","Brian","Nagel"
"Credit Suisse","Douglas","Harter"
"Friedman, Billings, Ramsey & Co.","James","Abbott"
"Raymond James","Michael","Rose"
"Nomura","Aaron","Jeng"
"CIBC World Markets","Robert","Lagaipa"
"Deutsche Bank Securities","Mark","Braley"
"Merrill Lynch","Zenon","Voyiatzis"
"J.P. Morgan","Jennifer","Rowland"
"Piper Jaffray","Aaron","Kessler"
"Thinkequity Partners","Jonathan","Hoopes"
"Thinkpanmure Llc","Jonathan","Hoopes"
"Oppenheimer & Co.","Marvin","Loh"
"WR Hambrecht + Co","Marvin","Loh"
"Merrill Lynch","David","Tsoupros"
"Jefferies & Co.","Meredith","Fisher"
"Banc Of America Securities","Kenneth","Usdin"
"Thomas Weisel Partners Canada","Steven","Weimer"
"Westwind Partners Inc","Steven","Weimer"
"Banc Of America Securities","Ross","Nussbaum"
"Jefferies & Co.","H Peter","Nesvold"
"Bear Stearns","Peter","Nesvold"
"Jefferies & Co.","Peter","Nesvold"
"National Bank Financial","Hugues","Bourgeois"
"C.E. Unterberg, Towbin","Vikram","Kaura"
"Avondale Partners LLC","Brooks","O'Neil"
"Dougherty & Company LLC","Brooks","O'Neil"
"Utendahl Capital Partners, Lp","Alden","Mahabir"
"Vintage Research/Janney","Alden","Mahabir"
"Wachovia Securities","Lara","Devieux"
"Goldman Sachs","Sasa","Zorovic"
"Oppenheimer & Co.","Sasa","Zorovic"
"Thomas Weisel Partners","Douglas","Reid"
"Cochran Caronia Waller","Mark","Finkelstein"
"Cochran, Caronia Securities, LLC","Mark","Finkelstein"
"Evercore Partners","Mark","Finkelstein"
"Fox-Pitt Kelton","Mark","Finkelstein"
"Piper Jaffray","Michael","Cox"
"Piper Jaffray","Mark","Mullikin"
"Bear Stearns","Edward","Wolfe"
"Wolfe Research LLC","Edward","Wolfe"
"Stephens Inc.","Kyle","Evans"
"J.P. Morgan","George","Sacco"
"Roth Capital Partners LLC","Todd","Eilers"
"Desjardins Securities","Pierre","Lacroix"
"Macquarie Research Equities","Blake","Hossack"
"Versant Partners, Inc.","Blake","Hossack"
"McAdams Wright Ragen","Sid","Parakh"
"The Robins Group","Sid","Parakh"
"DBS Vickers","Paul","Yong"
"Jesup & Lamont Securities Corporation","David","Sterman"
"Suntrust Robinson Humphrey","Tobey","Sommer"
"Wood & Co. Financial Services","Tibor","Bokor"
"Northland Sec","Suraj","Kalia"
"Piper Jaffray","Suraj","Kalia"
"Rodman & Renshaw Llc","Suraj","Kalia"
"Rodman & Renshaw, Inc.","Suraj","Kalia"
"Smh Capital","Suraj","Kalia"
"Dutton Associates","Mike","Loughran"
"Avondale Partners LLC","Mark","Montagna"
"C.L. King & Associates, Inc.","Mark","Montagna"
"AltaCorp Capital","Don","Rawson"
"Tristone Capital Inc","Don","Rawson"
"Suntrust Robinson Humphrey","Amit","Hazan"
"Barclays","John","Aiken"
"Barclays Capital","John","Aiken"
"Dundee Securities Corporation","John","Aiken"
"National Bank Financial","John","Aiken"
"Citi","Mark","Mahaney"
"Citigroup","Mark","Mahaney"
"BAS-ML","Andrew","Obin"
"BofA Merrill Lynch","Andrew","Obin"
"Merrill Lynch","Andrew","Obin"
"Macquarie Research Equities","Liz","Dunn"
"Prudential","Lizabeth","Dunn"
"Thomas Weisel Partners","Lizabeth","Dunn"
"Bear Stearns","Sameer","Gokhale"
"Keefe, Bruyette & Woods","Sameer","Gokhale"
"Keefe, Bruyette & Woods, Inc.","Sameer","Gokhale"
"Stifel Nicolaus & Company, Inc.","Eric","Gommel"
"Piper Jaffray","Deborah","Knobelman"
"Sandler O'Neill & Partners L.P.","Joseph","Fenech"
"Canaccord Adams","Jonathan","Dorsheimer"
"Canaccord Genuity","Jonathan","Dorsheimer"
"Deutsche Bank Securities","Matthew","Fischer"
"Credit Suisse","Michael","Nemeroff"
"Morgan, Keegan & Company, Inc.","Michael","Nemeroff"
"Wedbush Morgan Securities Inc.","Michael","Nemeroff"
"Bear Stearns","John","Boris"
"Citigroup","John","Boris"
"Deutsche Bank Securities","Tony","Tsang"
"Piper Jaffray","Mitchell","Kaiser"
"RBC Capital Markets","Scott","Hanold"
"TD Newcrest","Doug","Young"
"Piper Jaffray","Neely","N Tamminga"
"Piper Jaffray","Neely","Tamminga"
"D. A. Davidson & Co.","Crystal","Kallik"
"D. A. Davidson & Co.","Crystal","Lanigan"
"BMO Capital Markets","Orin M","Baranowsky"
"Zephirin Group, Inc.","Longdley","Zephirin"
"Kaupthing Bank","Mikael","Laseen"
"Garp Research & Securities","Rob","Furlong"
"Garp Research Corporation","Rob","Furlong"
"Deutsche Bank Securities","Darin","Arita"
"Jefferies & Co.","Laurence","Alexander"
"Thomas Weisel Partners","Matt","Nemer"
"Wells Fargo Securities, Llc","Matt","Nemer"
"Deutsche Bank Securities","Karen","Tang"
"The Robins Group","Frank","Magdlen"
"Susquehanna Financial Group","Paul","Keough"
"Banc Of America Securities","John","Watkins"
"BofA Merrill Lynch","Gabe","Moreen"
"J.P. Morgan","Gabe","Moreen"
"Merrill Lynch","Gabe","Moreen"
"ABN Amro","Edwin","Goh"
"Deutsche Bank Securities","Paul","Sankey"
"Banc Of America Securities","Lei","Zhong"
"Pacific Growth Equities","Gregory","Wade"
"Wedbush Securities Inc.","Gregory","Wade"
"Wachovia Capital Markets, Llc","Gray","Powell"
"Wachovia Securities","Gray","Powell"
"Wells Fargo Securities, Llc","Gray","Powell"
"Stanford Financial Group","Clayton","Moran"
"Stanford Group Company","Clayton","Moran"
"The Benchmark Company","Clayton","Moran"
"Handelsbanken Capital Markets","Hampus","Engellau"
"BMO Nesbitt Burns","Jeff","Tkachuk"
"Bear Stearns","Tim","Nollen"
"CIBC World Markets","Daniel","Gelbtuch"
"Phoenix Partners Group","Daniel","Gelbtuch"
"Piper Jaffray","Leslie","Santiago"
"Stephens Inc.","Jack","Waldo"
"Citigroup","Matthew","Troy"
"Susquehanna Financial Group","Matthew","Troy"
"Ftn Midwest Securities Corp.","Michael","Maguire"
"Susquehanna Financial Group","Michael","Maguire"
"Sg Cowen & Co.","Spencer","Nam"
"Summer Street Research","Spencer","Nam"
"Thinkequity Llc","Spencer","Nam"
"Janney Montgomery Scott LLC","Debra","Coy"
"First Albany Corp.","Jason","Avilio"
"Credit Suisse","Randy","Abrams"
"Credit Suisse First Boston","Randy","Abrams"
"Stanford Financial Group","Pablo","A P Rez Fern?Ndez"
"Macquarie Research Equities","Dennis","Fong"
"Mgi Securities","Dennis","Fong"
"CIBC World Markets","Vivian","Ma"
"Oppenheimer & Co.","Vivian","Ma"
"China International Capital Corporation","Hongwei","Bai"
"China International Capital Corporation","Peter","Bai"
"Canaccord Genuity","Michael","Walkley"
"Canaccord Genuity","T Michael","Walkley"
"Piper Jaffray","Thomas","Walkley"
"Carnegie Investment Bank Ab","Alexander","Vilval"
"Blackmont Capital","Martin","Pelletier"
"Canaccord Capital","Martin","Pelletier"
"JPMorgan","Justin","Lake"
"UBS","Justin","Lake"
"Stifel Nicolaus & Company, Inc.","Troy","Lahr"
"Stifel Nicolaus & Company,Inc.","Troy","Lahr"
"Suntrust Robinson Humphrey","Terry","Tillman"
"Canaccord Adams","Richard","Wyman"
"Canaccord Capital","Richard","Wyman"
"Credit Suisse First Boston","Corey","Horsch"
"Rodman & Renshaw Llc","Joe","Giamichael"
"RBC Capital Markets","Jonathan","Allen"
"A. G. Edwards & Sons, Inc.","Aaron","Reames"
"Stanford Financial Group","Aaron","Reames"
"Wachovia Capital Markets, Llc","Aaron","Reames"
"TD Newcrest","Nelson","Mah"
"Citi","Lucy","Lu"
"Citigroup","Lucy","Lu"
"First Albany Corp.","Lucy","Lu"
"Next Generation Equity Research","Irit","Elrad-Jakoby"
"Susquehanna Financial Group","Irit","Elrad-Jakoby"
"Lazard Capital Markets","Daniel","Amir"
"WR Hambrecht + Co","Daniel","Amir"
"The Benchmark Company","Derek","Taller"
"J.P. Morgan","Sameer","Doctor"
"American Technology Research","Doug","Freedman"
"Broadpoint Amtech","Doug","Freedman"
"FTN Midwest Research","Kenneth","James"
"Ftn Midwest Securities Corp.","Kenneth","James"
"Robert W. Baird & Co., Inc.","Kenneth","James"
"Sterne, Agee & Leach","Kenneth","James"
"Morgan, Keegan & Company, Inc.","Brian","Freed"
"Keybanc Capital Markets","Jordan","Sadler"
"Keybanc Capital Mkts","Jordan","Sadler"
"Keybanc Capital Mkts/Mcdonald","Jordan","Sadler"
"Keefe, Bruyette & Woods","Nathaniel","Otis"
"Keefe, Bruyette & Woods, Inc.","Nathaniel","Otis"
"Scotia Capital","Grant","Hofer"
"UBS","Grant","Hofer"
"Pacific Crest Securities","Erik","Olbeter"
"Stanford Financial Group","Erik","Olbeter"
"Stanford Group Company","Erik","Olbeter"
"Pacific Growth Equities","Liana","Moussatos"
"Wedbush Securities Inc.","Liana","Moussatos"
"Sandler O'Neill & Partners L.P.","Laura","Kaster"
"Deutsche Bank Securities","Christopher","Capolongo"
"Piper Jaffray","Mark","Karvosky"
"Pacific Crest Securities","Ruben","Roy"
"Cleveland Research Company","Rob","Eich"
"FTN Midwest Research","Rob","Eich"
"Ftn Midwest Securities Corp.","Rob","Eich"
"BMO Capital Markets","Karine","Macindoe"
"BMO Capital Markets-Canada","Karine","Macindoe"
"BMO Nesbitt Burns","Karine","Macindoe"
"First Analysis Corp.","Ray","Kramer"
"Simmons & Company International","Christopher","Coonfield"
"National Bank Financial","Katherine","Hu"
"Simmons & Company International","Ryan","Zorn"
"Numis Securities","Andrew","Gollan"
"National Bank Financial","Allistair","Macdonald"
"Daiwa","Soo Kee","Ang"
"Numis Securities","Nick","Johnson"
"Deutsche Bank Securities","Richard","Carter"
"Numis Securities","Richard","Carter"
"Ferris, Baker Watts, Inc.","Thomas","Mulroy"
"Morgan Stanley","Ken","Zerbe"
"Morgan Stanley","Kate","Zhu"
"Broadpoint AmTech","Edlain","Rodriguez"
"Goldman Sachs","Edlain","Rodriguez"
"Haywood Securities","Tania","Maciver"
"NCP Northland Capital Partners","Tania","Maciver"
"Raymond James","Samantha","Panella"
"Raymond James","Mark","Derussy"
"Raymond James","Ken","Avalos"
"CLSA","Paul","Quah"
"Wachovia Capital Markets, Llc","Jaime","Neuman"
"Morgan Stanley","Kathryn","Huberty"
"First Securities Asa","Sven","Borre Larsen"
"Punk, Ziegel & Co.","Geoffrey","O Brien"
"UBS","Jinjin","Wang"
"Oriel Securities","Richard","Rose"
"Banc Of America Securities","Seth","Weber"
"BAS-ML","Seth","Weber"
"RBC Capital Markets","Seth","Weber"
"Sandler O'Neill & Partners L.P.","Avi","Barak"
"American Technology Research","Manoj","Garg"
"UBS","Tomas","Lajous"
"BMO Capital Markets","Kent","Porteous"
"BMO Capital Markets-Canada","Kent","Porteous"
"Credit Suisse","Paul","Bartolai"
"Credit Suisse First Boston","Paul","Bartolai"
"Merrill Lynch","Min","Lu"
"Samuel A. Ramirez & Co., Inc","Juan","Garcia"
"Oppenheimer & Co.","Christopher","Jones"
"Nomura","Candy","Huang"
"J.P. Morgan","Edward","Yruma"
"Keybanc Capital Markets","Edward","Yruma"
"Wellington West Cm","Wui","Kon"
"Banc Of America Securities","Joseph","Norton"
"Keybanc Capital Mkts/Mcdonald","Christopher","Manuel"
"Nollenberger Capital Partners","Angelique","Dab"
"RBC Capital Markets","Victor","Marchon"
"Avondale Partners LLC","Kathryn","Thompson"
"BB&T Capital Markets","Kathryn","Thompson"
"Thompson Research Group","Kathryn","Thompson"
"Foresight Research Solutions, LLC","Kevin","Sarsany"
"Next Generation Equity Research","Kevin","Sarsany"
"Raymond James","Paul","O'Brien"
"Merriman Curhan Ford & Co.","Erin","Moloney"
"Merrill Lynch","Laraine","Mancini"
"C.E. Unterberg, Towbin","Devang","Kothari"
"J.P. Morgan","Curtis","Woodworth"
"Macquarie Research Equities","Curtis","Woodworth"
"Stonegate Securities Inc.","Marco","Rodriguez"
"Calyon Securities (USA) Inc.","Kelly","Dougherty"
"Macquarie Research Equities","Kelly","Dougherty"
"Robert W. Baird & Co., Inc.","Thayne","Needles"
"Bear Stearns","Antonio","Tambunan"
"UBS","William","Truelove"
"Keybanc Capital Mkts/Mcdonald","Srikanth","Nagarajan"
"RBC Capital Markets","Srikanth","Nagarajan"
"Keefe, Bruyette & Woods, Inc.","Colin","Dunn"
"J.P. Morgan","Steven B","Rees"
"J.P. Morgan","Steven","Rees"
"A. G. Edwards & Sons, Inc.","Aaron","Rakers"
"Stifel Nicolaus & Company,Inc.","Aaron","Rakers"
"Wachovia Capital Markets, Llc","Aaron","Rakers"
"Stanford Financial Group","Timothy","Kellis"
"Stanford Group Company","Timothy","Kellis"
"Merrill Lynch","Richard","Farmer"
"J.P. Morgan","Dick","Wei"
"JPMorgan","Dick","Wei"
"Simmons & Company International","Robert","Kessler"
"JM Dutton & Associates LLC","Barry","Raeburn"
"Jackson Securities","Charles","Georgas"
"Salman Partners Inc.","Naser","Iqbal"
"Goldman Sachs","Leah","Hao"
"Thomas Weisel Partners","Tom","Roderick"
"Bear Stearns","Raj","Denhoy"
"Piper Jaffray","Raj","Denhoy"
"FTN Midwest Research","David","Scharf"
"Ftn Midwest Securities Corp.","David","Scharf"
"Firstenergy Capital","Robert","Fitzmartyn"
"Jefferies & Co.","Samir","Jain"
"Merrill Lynch","Jeff","Fidacaro"
"Evercore Partners","John","Pancari"
"J.P. Morgan","John","Pancari"
"Maxim Group","Albert","Lee"
"Lazard & Co., Limited","Matthew","Osborne"
"Lazard Capital Markets","Matthew","Osborne"
"Flagstone Securities","Doug","Garrett"
"DE Investment Research","Melissa","Otto"
"WR Hambrecht + Co","Melissa","Otto"
"Garp Research & Securities","Brett","Carson"
"Garp Research Corporation","Brett","Carson"
"Ryan Beck & Co.","William","Carrier"
"Goldman Sachs","Jason","Armstrong"
"Friedman, Billings, Ramsey & Co.","Michael","Hoffman"
"Wunderlich Securities, Inc.","Michael","Hoffman"
"Morgan, Keegan & Company, Inc.","Michael","Drickamer"
"Stephens Inc.","Marcus","Mainord"
"Morgan Joseph Triartisan","Bruce","Jackson"
"Northland Sec","Bruce","Jackson"
"RBC Capital Markets","Bruce","Jackson"
"Wachovia Securities","Bruce","Jackson"
"Jefferies & Co.","Aimee","Marcel"
"Boenning & Scattergood Inc","Lee","Calfo"
"Cohen & Company","Lee","Calfo"
"Cohen Brothers & Co","Lee","Calfo"
"C.E. Unterberg, Towbin","Andrew","Fein"
"Chardan Capital Markets","Andrew","Fein"
"Collins Stewart Llc","Andrew","Fein"
"Piper Jaffray","Andrew","Fein"
"BMO Capital Markets","Richard","Weinhart"
"Harris Nesbitt","Richard","Weinhart"
"J.P. Morgan","Brooke","Mullin"
"Mgi Securities","Paolo","Lostritto"
"Wellington West Cm","Paolo","Lostritto"
"BofA Merrill Lynch","Timna","Tanners"
"UBS","Timna","Tanners"
"Boenning & Scattergood Inc","Michael","Gaugler"
"Brean Murray, Carret & Co.","Michael","Gaugler"
"Wedbush Morgan Securities Inc.","Vera","Van Ert"
"Goldman Sachs","Michael","Lapides"
"BofA Merrill Lynch","Vivek","Arya"
"Merrill Lynch","Vivek","Arya"
"SEB Enskilda","Lena","Osterberg"
"Keybanc Capital Markets","Karin","Ford"
"Keybanc Capital Mkts/Mcdonald","Karin","Ford"
"Sg Cowen & Co.","Joshua","Schimmer"
"J.P. Morgan","Robert","Samuels"
"Oppenheimer & Co.","Robert","Samuels"
"WJB Capital Group, Inc.","Robert","Samuels"
"Gmp Securities Ltd.","Jason","Jacobson"
"D. A. Davidson & Co.","J B","Groh"
"Argus Research Company","John","Staszak"
"Argus Research Corp.","John","Staszak"
"Canaccord Adams","Greg","Harris"
"Goldman Sachs","Lucio","Aldworth"
"CIBC World Markets","Myles","Walton"
"Deutsche Bank Securities","Myles","Walton"
"Oppenheimer & Co.","Myles","Walton"
"Susquehanna Financial Group","Soham","Pandya"
"Thinkequity Partners","Soham","Pandya"
"A. G. Edwards & Sons, Inc.","Jason","Gere"
"RBC Capital Markets","Jason","Gere"
"Wachovia Capital Markets, Llc","Jason","Gere"
"A. G. Edwards & Sons, Inc.","Thomas","Kouchoukos"
"Stifel Nicolaus & Company, Inc.","Thomas","Kouchoukos"
"Dahlman Rose & Co.","Adam","Graf"
"Stanford Financial Group","Clayton","Morgan"
"Merrill Lynch","Celeste","Santangelo"
"Barrington Research","Alexander","Paris Sr."
"Barrington Research","Alexander","Paris"
"B. Riley & Company, Inc.","Ali","Mogharabi"
"Thomas Weisel Partners","Ben","Mogil"
"Westwind Partners Inc","Ben","Mogil"
"Stifel Nicolaus & Company,Inc.","Benjamin","Mogil"
"First Global Stockbroking Ltd.","Pratik","Jain"
"Deutsche Bank Securities","Laurie","Hahn"
"Suntrust Robinson Humphrey","Eric","Autio"
"Natexis Bleichroeder","Jon","Lecroy"
"Natixis Bleichroeder","Jon","Lecroy"
"Merrill Lynch","Matthew","Spence"
"UBS","Steven","Fisher"
"Canaccord Adams","Mark","Thompson"
"Merrill Lynch","Christopher","Moore"
"Argus Research Company","Chris","Graja"
"Argus Research Corp.","Chris","Graja"
"M.S. Howells & Co.","Randy","Eckel"
"Citigroup","Eddy","Loh"
"Credit Suisse","Robert","Moskow"
"Credit Suisse First Boston","Robert","Moskow"
"Simmons & Company International","Ian","Macpherson"
